825220,48351151,547372,75056765,0,Białowieski Park Narodowy,Przyrodnicze
792830,51065465,256655,43533440,1,Drewniane Cerkwie,Kulturowe
800080,38635632,325305,53039154,2,Stare Miasto w Zamościu,Kulturowe
792830,51065465,256655,43533440,3,Drewniane Cerkwie,Kulturowe
